ID,pred,total_pred
25318,0.038657525885462535,0
25319,0.005852281153485508,0
25320,0.00849815395497899,0
25321,0.6655555320703765,0
25322,0.025695244518503284,0
25323,0.004227793683919648,0
25324,0.0037544701854598933,0
25325,0.005893107133779824,0
25326,0.016797233853897583,0
25327,0.2160330744561524,0
25328,0.6055978867046147,0
25329,0.17675079461954785,0
25330,0.004576875685392348,0
25331,0.004233614771038394,0
25332,0.00544095149010354,0
25333,0.010304174371481529,0
25334,0.07924373855782765,0
25335,0.004289511213543551,0
25336,0.009573577068680676,0
25337,0.27172417832939755,0
25338,0.13096861061664752,0
25339,0.08491153245116316,0
25340,0.003883276588965778,0
25341,0.014532511915663782,0
25342,0.3191398725182789,0
25343,0.007570796763519666,0
25344,0.009883548353334801,0
25345,0.00893796417956445,0
25346,0.016205811386603673,0
25347,0.004577141956499327,0
25348,0.010442419257406929,0
25349,0.005534970350008659,0
25350,0.005397349770631497,0
25351,0.004990992411666613,0
25352,0.01781556518566858,0
25353,0.009231710206348612,0
25354,0.0095951207419139,0
25355,0.42087445879464813,0
25356,0.4566637048627298,0
25357,0.004765090593871414,0
25358,0.04192420407068759,0
25359,0.03742570971876745,0
25360,0.006242098615632866,0
25361,0.014043936043622163,0
25362,0.034071177014081695,0
25363,0.5034572266051183,0
25364,0.005364484184736664,0
25365,0.006101488935071519,0
25366,0.005078492320372399,0
25367,0.006018143600911355,0
25368,0.4125141439900964,0
25369,0.08439382727186613,0
25370,0.005064990175905214,0
25371,0.034369574663367555,0
25372,0.01001242716988249,0
25373,0.03331867972791143,0
25374,0.05290529466729593,0
25375,0.004064393529331911,0
25376,0.024757374641653854,0
25377,0.02228769236789776,0
25378,0.019774888441850845,0
25379,0.02268120697023172,0
25380,0.009865725260642961,0
25381,0.00571113397229996,0
25382,0.0045806900274124075,0
25383,0.04721403284808358,0
25384,0.004798542779949357,0
25385,0.0285623631995572,0
25386,0.005663225081681286,0
25387,0.19989190946000837,0
25388,0.012880285941597468,0
25389,0.41003092980269285,0
25390,0.0051053258264105415,0
25391,0.011341665030182921,0
25392,0.5896973161923122,0
25393,0.02305364041001496,0
25394,0.26272855982269644,0
25395,0.021062975168907053,0
25396,0.005547461462708198,0
25397,0.012428035444136416,0
25398,0.7913347180728774,0
25399,0.13963211801127084,0
25400,0.00851919879939563,0
25401,0.005530320237052385,0
25402,0.4874211466164291,0
25403,0.016233228071794753,0
25404,0.0067704257631922195,0
25405,0.5784452291449397,0
25406,0.004053013696789785,0
25407,0.021108054906199415,0
25408,0.4569309969077243,0
25409,0.01079683002202032,0
25410,0.0373596268413289,0
25411,0.016588738464598483,0
25412,0.2640047092530746,0
25413,0.7156939842947214,0
25414,0.21733532202124337,0
25415,0.3951129260274373,0
25416,0.007349984202679691,0
25417,0.18783148910167116,0
25418,0.008778180326713052,0
25419,0.0040230157853575295,0
25420,0.01705755476632282,0
25421,0.0036846030485488063,0
25422,0.00409137636045069,0
25423,0.008109705087443768,0
25424,0.007822473047176145,0
25425,0.004434128813696057,0
25426,0.027141247406514864,0
25427,0.3975570428926559,0
25428,0.00727027903594238,0
25429,0.11981117049760723,0
25430,0.047208911791356244,0
25431,0.051459857982322,0
25432,0.014627322625995535,0
25433,0.005620334860848825,0
25434,0.5198619553640274,0
25435,0.010315739688413166,0
25436,0.005748912054454219,0
25437,0.009359407219021981,0
25438,0.006130744089103057,0
25439,0.43885795640839637,0
25440,0.09696662646070466,0
25441,0.6637994719729823,0
25442,0.005217821355114649,0
25443,0.004339132600997579,0
25444,0.46432931668891014,0
25445,0.008096153388537291,0
25446,0.04426659057348016,0
25447,0.0243652887606393,0
25448,0.018599726076982764,0
25449,0.02509423231307432,0
25450,0.0086157098046227,0
25451,0.02007491123271594,0
25452,0.01146215565701545,0
25453,0.006308088017972384,0
25454,0.58863692115492,0
25455,0.009324963889731835,0
25456,0.007566401926217034,0
25457,0.5918298385908222,0
25458,0.7570109113613439,0
25459,0.04013884588961955,0
